,aracore_ids,aracore_name,aracore_annotations,symbol,chr,start,end,description,ncbigene,gene_name,uniprot_id
696,AT2G35040,AT2G35040,{},,2.0,14765145.0,14768329.0,AICARFT/IMPCHase bienzyme family protein [Source:UniProtKB/TrEMBL;Acc:Q8RWT5],818069.0,AICARFT/IMPCHase bienzyme family protein ,Q8RWT5
697,AT2G38280,AT2G38280,{},AMPD,2,16033292.0,16038972.0,FAC1 [Source:UniProtKB/TrEMBL;Acc:A0A178VY66],818408.0,FAC1 ,A0A178VY66
698,AT1G79470,AT1G79470,{},IMPDH,1,29894569.0,29897166.0,Inosine-5'-monophosphate dehydrogenase 1 [Source:UniProtKB/Swiss-Prot;Acc:P47996],844285.0,Inosine-5'-monophosphate dehydrogenase 1 ,P47996
699,AT1G16350,AT1G16350,{},,1.0,5590756.0,5593098.0,Inosine-5'-monophosphate dehydrogenase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SA34],838204.0,Inosine-5'-monophosphate dehydrogenase 2 ,Q9SA34
700,AT1G63660,AT1G63660,{},,1.0,23603791.0,23607275.0,At1g63660 [Source:UniProtKB/TrEMBL;Acc:Q9CAD1],842670.0,At1g63660 ,Q9CAD1
701,AT3G57610,AT3G57610,{},PURA,3,21334191.0,21336720.0,"Adenylosuccinate synthetase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q96529]",824930.0,"Adenylosuccinate synthetase, chloroplastic ",Q96529
702,AT3G20330,AT3G20330,{},PYRB,3,7089989.0,7092670.0,"Aspartate carbamoyltransferase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P49077]",821577.0,"Aspartate carbamoyltransferase, chloroplastic ",P49077
703,AT4G22930,AT4G22930,{},PYR4,4,12018829.0,12021782.0,PYR4 [Source:UniProtKB/TrEMBL;Acc:A0A178V399],828392.0,PYR4 ,A0A178V399
704,AT5G23300,AT5G23300,{},PYRD,5,7847587.0,7850404.0,"Dihydroorotate dehydrogenase (quinone), mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P32746]",832394.0,"Dihydroorotate dehydrogenase (quinone), mitochondrial ",P32746
705,AT3G54470,AT3G54470,{},PYRE-F,3,20168005.0,20170320.0,Uridine 5'-monophosphate synthase [Source:UniProtKB/Swiss-Prot;Acc:Q42586],824612.0,Uridine 5'-monophosphate synthase ,Q42586
706,AT4G02120,AT4G02120,{},,4.0,940721.0,944327.0,CTP synthase family protein [Source:TAIR;Acc:AT4G02120],828137.0,CTP synthase family protein ,AT4G02120
707,AT1G30820,AT1G30820,{},,1.0,10944908.0,10949482.0,CTP synthase [Source:UniProtKB/TrEMBL;Acc:F4I6G9],839964.0,CTP synthase ,F4I6G9
708,AT4G20320,AT4G20320,{},,4.0,10974456.0,10979627.0,CTP synthase [Source:UniProtKB/TrEMBL;Acc:Q0WRY1],827780.0,CTP synthase ,Q0WRY1
709,AT3G12670,AT3G12670,{},emb2742,3,4019031.0,4024357.0,Emb2742 [Source:UniProtKB/TrEMBL;Acc:A0A384K8P2],820447.0,Emb2742 ,A0A384K8P2
710,AT2G34890,AT2G34890,{},,2.0,14718195.0,14721271.0,CTP synthase [Source:UniProtKB/TrEMBL;Acc:O64753],818054.0,CTP synthase ,O64753
711,AT2G37250,AT2G37250,{},ADK,2,15641906.0,15644143.0,"Adenylate kinase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUU1]",818302.0,"Adenylate kinase 1, chloroplastic ",Q9ZUU1
712,AT5G63400,AT5G63400,{},ADK1,5,25392920.0,25394907.0,ADK1 [Source:UniProtKB/TrEMBL;Acc:A0A178UAM7],836459.0,ADK1 ,A0A178UAM7
713,AT5G50370,AT5G50370,{},ADK2,5,20509115.0,20510810.0,Adenylate kinase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FK35],835104.0,Adenylate kinase 3 ,Q9FK35
714,AT5G60340,AT5G60340,{},AAK6,5,24274876.0,24276122.0,Adenylate kinase isoenzyme 6 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9FJI1],836156.0,Adenylate kinase isoenzyme 6 homolog ,Q9FJI1
715,AT5G35170,AT5G35170,{},,5.0,13419080.0,13423882.0,"Adenylate kinase 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VYL1]",833471.0,"Adenylate kinase 5, chloroplastic ",Q8VYL1
716,AT2G39270,AT2G39270,{},,2.0,16399969.0,16401671.0,"Probable adenylate kinase 6, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q84JF7]",818512.0,"Probable adenylate kinase 6, chloroplastic ",Q84JF7
717,AT5G47840,AT5G47840,{},AMK2,5,19375317.0,19378465.0,"Adenylate kinase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FIJ7]",834835.0,"Adenylate kinase 2, chloroplastic ",Q9FIJ7
718,AT3G57550,AT3G57550,{},AGK2,3,21306609.0,21309570.0,Guanylate kinase [Source:UniProtKB/TrEMBL;Acc:F4J3E9],824922.0,Guanylate kinase ,F4J3E9
719,AT3G06200,AT3G06200,{},GK3,3,1877514.0,1879379.0,"Guanylate kinase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94JM2]",819794.0,"Guanylate kinase 3, chloroplastic ",Q94JM2
720,AT2G41880,AT2G41880,{},GK-1,2,17474527.0,17477311.0,guanylate kinase 1 [Source:TAIR;Acc:AT2G41880],818788.0,guanylate kinase 1 ,AT2G41880
721,AT3G600180,AT3G600180,{},,,,,,,,
722,AT5G26667,AT5G26667,{},PYR6,5,9275893.0,9278625.0,UMP-CMP kinase [Source:UniProtKB/TrEMBL;Acc:A0A178UDQ9],832710.0,UMP-CMP kinase ,A0A178UDQ9
723,AT1G14240,AT1G14240,{},APY3,1,4864881.0,4868011.0,Probable apyrase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9XI62],837985.0,Probable apyrase 3 ,Q9XI62
724,AT1G14250,AT1G14250,{},APY5,1,4868346.0,4871488.0,Probable apyrase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6NQA8],837986.0,Probable apyrase 5 ,Q6NQA8
725,AT3G04080,AT3G04080,{},APY1,3,1067558.0,1071438.0,Apyrase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SQG2],819563.0,Apyrase 1 ,Q9SQG2
726,AT1G14230,AT1G14230,{},APY4,1,4861168.0,4864094.0,Probable apyrase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1D8],837984.0,Probable apyrase 4 ,Q8H1D8
727,AT4G19180,AT4G19180,{},APY7,4,10485116.0,10488534.0,Probable apyrase 7 [Source:UniProtKB/Swiss-Prot;Acc:F4JSH1],827656.0,Probable apyrase 7 ,F4JSH1
728,AT2G02970,AT2G02970,{},APY6,2,864997.0,868292.0,Probable apyrase 6 [Source:UniProtKB/Swiss-Prot;Acc:O80612],814826.0,Probable apyrase 6 ,O80612
729,AT3G23580,AT3G23580,{},RNR2A,3,8459838.0,8462815.0,Ribonucleoside-diphosphate reductase small chain A [Source:UniProtKB/Swiss-Prot;Acc:P50651],821937.0,Ribonucleoside-diphosphate reductase small chain A ,P50651
730,AT2G21790,AT2G21790,{},RNR1,2,9293261.0,9297861.0,Ribonucleoside-diphosphate reductase large subunit [Source:UniProtKB/Swiss-Prot;Acc:Q9SJ20],816715.0,Ribonucleoside-diphosphate reductase large subunit ,Q9SJ20
731,AT3G27060,AT3G27060,{},TSO2,3,9979841.0,9981620.0,TSO2 [Source:UniProtKB/TrEMBL;Acc:A0A178VJE9],822324.0,TSO2 ,A0A178VJE9
732,AT4G13720,AT4G13720,{},,4.0,7966805.0,7968965.0,Inosine triphosphate pyrophosphatase family protein [Source:TAIR;Acc:AT4G13720],827006.0,Inosine triphosphate pyrophosphatase family protein ,AT4G13720
733,AT3G46940,AT3G46940,{},DUT1,3,17288134.0,17289006.0,dUTP-PYROPHOSPHATASE-LIKE 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LM85],823847.0,dUTP-PYROPHOSPHATASE-LIKE 1 ,A0A1I9LM85
734,AT5G59440,AT5G59440,{},ZEU1,5,23971063.0,23972964.0,P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4KJ62],836063.0,P-loop containing nucleoside triphosphate hydrolases superfamily protein ,F4KJ62
735,AT4G23895,AT4G23895,{},,4.0,12422036.0,12426475.0,Nucleoside diphosphate kinase [Source:UniProtKB/TrEMBL;Acc:F4JPD8],2745723.0,Nucleoside diphosphate kinase ,F4JPD8
736,AT5G63310,AT5G63310,{},NDPK2,5,25371904.0,25373904.0,NDPK2 [Source:UniProtKB/TrEMBL;Acc:A0A384KNJ7],836451.0,NDPK2 ,A0A384KNJ7
737,AT4G09320,AT4G09320,{},NDK1,4,5923484.0,5924366.0,Nucleoside diphosphate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178UXQ6],826515.0,Nucleoside diphosphate kinase ,A0A178UXQ6
738,AT4G11010,AT4G11010,{},NDPK3,4,6732420.0,6734454.0,Nucleoside diphosphate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178UTZ0],826702.0,Nucleoside diphosphate kinase ,A0A178UTZ0
739,AT4G23900,AT4G23900,{},NDK4,4,12424451.0,12426528.0,"Nucleoside diphosphate kinase IV, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LAH8]",828490.0,"Nucleoside diphosphate kinase IV, chloroplastic/mitochondrial ",Q8LAH8
740,AT4G02700,AT4G02700,{},SULTR3;2,4,1188983.0,1193611.0,Sulfate transporter 3.2 [Source:UniProtKB/Swiss-Prot;Acc:O04289],828201.0,Sulfate transporter 3.2 ,O04289
741,AT3G51895,AT3G51895,{},SULTR3;1,3,19251287.0,19255922.0,Sulfate transporter 31 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNF9],824353.0,Sulfate transporter 31 ,A0A1I9LNF9
742,AT5G13550,AT5G13550,{},SULTR4;1,5,4355276.0,4359692.0,"Sulfate transporter 4.1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FY46]",831199.0,"Sulfate transporter 4.1, chloroplastic ",Q9FY46
743,AT1G68570,AT1G68570,{},NPF3.1,1,25746697.0,25750291.0,Protein NRT1/ PTR FAMILY 3.1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SX20],843186.0,Protein NRT1/ PTR FAMILY 3.1 ,Q9SX20
744,AT1G80300,AT1G80300,{},AATP1,1,30191538.0,30194605.0,"ADP,ATP carrier protein 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q39002]",844370.0,"ADP,ATP carrier protein 1, chloroplastic ",Q39002
745,AT1G15500,AT1G15500,{},AATP2,1,5326290.0,5328875.0,"ADP,ATP carrier protein [Source:UniProtKB/TrEMBL;Acc:A0A178WDN7]",838120.0,"ADP,ATP carrier protein ",A0A178WDN7
746,AT4G28390,AT4G28390,{},AAC3,4,14041288.0,14043347.0,"ADP,ATP carrier protein 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O49447]",828955.0,"ADP,ATP carrier protein 3, mitochondrial ",O49447
747,AT3G08580,AT3G08580,{},AAC1,3,2605435.0,2607895.0,AAC1 [Source:UniProtKB/TrEMBL;Acc:A0A384KYV2],820005.0,AAC1 ,A0A384KYV2
748,AT5G14490,AT5G14490,{},anac085,5,4670289.0,4672958.0,NAC domain containing protein 85 [Source:TAIR;Acc:AT5G14490],831300.0,NAC domain containing protein 85 ,AT5G14490
749,AT4G01100,AT4G01100,{},ADNT1,4,477141.0,480028.0,Adenine nucleotide transporter 1 [Source:UniProtKB/TrEMBL;Acc:F4JHS4],827899.0,Adenine nucleotide transporter 1 ,F4JHS4
750,AT4G32400,AT4G32400,{},BT1,4,15638353.0,15640517.0,SHS1 [Source:UniProtKB/TrEMBL;Acc:A0A178UW29],829375.0,SHS1 ,A0A178UW29
751,AT2G47490,AT2G47490,{},NDT1,2,19486842.0,19489732.0,"Nicotinamide adenine dinucleotide transporter 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O22261]",819362.0,"Nicotinamide adenine dinucleotide transporter 1, chloroplastic ",O22261
752,AT1G25380,AT1G25380,{},NDT2,1,8903405.0,8906455.0,"Nicotinamide adenine dinucleotide transporter 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8RWA5]",839124.0,"Nicotinamide adenine dinucleotide transporter 2, mitochondrial ",Q8RWA5
753,AT5G17630,AT5G17630,{},XPT,5,5809334.0,5810962.0,"Xylulose 5-phosphate/phosphate translocator, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LF61]",831629.0,"Xylulose 5-phosphate/phosphate translocator, chloroplastic ",Q9LF61
754,AT5G54800,AT5G54800,{},GPT1,5,22261134.0,22263936.0,GPT1 [Source:UniProtKB/TrEMBL;Acc:A0A178UL59],835570.0,GPT1 ,A0A178UL59
755,AT1G61800,AT1G61800,{},GPT2,1,22824414.0,22826902.0,glucose-6-phosphate/phosphate translocator 2 [Source:TAIR;Acc:AT1G61800],842477.0,glucose-6-phosphate/phosphate translocator 2 ,AT1G61800
756,AT3G01550,AT3G01550,{},PPT2,3,216805.0,219136.0,"Phosphoenolpyruvate/phosphate translocator 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8H0T6]",821114.0,"Phosphoenolpyruvate/phosphate translocator 2, chloroplastic ",Q8H0T6
757,AT5G33320,AT5G33320,{},PPT1,5,12588741.0,12591748.0,"Phosphoenolpyruvate/phosphate translocator 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8RXN3]",833308.0,"Phosphoenolpyruvate/phosphate translocator 1, chloroplastic ",Q8RXN3
758,AT1G32080,AT1G32080,{},PLGG1,1,11537242.0,11539896.0,"Plastidal glycolate/glycerate translocator 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FVQ4]",840100.0,"Plastidal glycolate/glycerate translocator 1, chloroplastic ",Q9FVQ4
759,AT5G16150,AT5G16150,{},GLT1,5,5272476.0,5275815.0,Plastidic glucose transporter 4 [Source:UniProtKB/Swiss-Prot;Acc:Q56ZZ7],831472.0,Plastidic glucose transporter 4 ,Q56ZZ7
760,AT5G17520,AT5G17520,{},MEX1,5,5772568.0,5775417.0,"Maltose excess protein 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LF50]",831618.0,"Maltose excess protein 1, chloroplastic ",Q9LF50
761,AT3G18830,AT3G18830,{},PLT5,3,6488843.0,6491429.0,PMT5 [Source:UniProtKB/TrEMBL;Acc:A0A178V5Y2],821416.0,PMT5 ,A0A178V5Y2
762,AT5G09470,AT5G09470,{},PUMP6,5,2949132.0,2950695.0,DIC3 [Source:UniProtKB/TrEMBL;Acc:A0A178UKG1],830806.0,DIC3 ,A0A178UKG1
763,AT2G22500,AT2G22500,{},PUMP5,2,9562774.0,9564850.0,Mitochondrial uncoupling protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJY5],816783.0,Mitochondrial uncoupling protein 5 ,Q9SJY5
764,AT4G24570,AT4G24570,{},PUMP4,4,12686459.0,12687650.0,DIC2 [Source:UniProtKB/TrEMBL;Acc:A0A178URN9],828559.0,DIC2 ,A0A178URN9
765,AT5G12860,AT5G12860,{},DIT1,5,4059579.0,4062289.0,"Dicarboxylate transporter 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LXV3]",831126.0,"Dicarboxylate transporter 1, chloroplastic ",Q9LXV3
766,AT5G64290,AT5G64290,{},DIT2-1,5,25714178.0,25716901.0,"Dicarboxylate transporter 2.1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FMF7]",836550.0,"Dicarboxylate transporter 2.1, chloroplastic ",Q9FMF7
767,AT5G64280,AT5G64280,{},DIT2-2,5,25710999.0,25713574.0,"Dicarboxylate transporter 2.2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FMF8]",836549.0,"Dicarboxylate transporter 2.2, chloroplastic ",Q9FMF8
768,AT5G19760,AT5G19760,{},DTC,5,6679306.0,6682054.0,Mitochondrial dicarboxylate/tricarboxylate transporter DTC [Source:UniProtKB/Swiss-Prot;Acc:Q9C5M0],832096.0,Mitochondrial dicarboxylate/tricarboxylate transporter DTC ,Q9C5M0
769,AT5G01340,AT5G01340,{},SFC1,5,143055.0,144863.0,Mitochondrial succinate-fumarate transporter 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M038],831479.0,Mitochondrial succinate-fumarate transporter 1 ,Q9M038
770,AT2G01170,AT2G01170,{},BAT1,2,102156.0,104574.0,Amino-acid permease BAT1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU50],814645.0,Amino-acid permease BAT1 ,Q9ZU50
771,AT1G79900,AT1G79900,{},BAC2,1,30051955.0,30053936.0,Mitochondrial arginine transporter BAC2 [Source:UniProtKB/Swiss-Prot;Acc:Q9CA93],844329.0,Mitochondrial arginine transporter BAC2 ,Q9CA93
772,AT2G33820,AT2G33820,{},ATMBAC1,2,14306293.0,14308367.0,Mitochondrial substrate carrier family protein [Source:TAIR;Acc:AT2G33820],817949.0,Mitochondrial substrate carrier family protein ,AT2G33820
773,AT2G26900,AT2G26900,{},BASS2,2,11474752.0,11478142.0,BASS2 [Source:UniProtKB/TrEMBL;Acc:A0A178VXV9],817231.0,BASS2 ,A0A178VXV9
774,AT4G05590,AT4G05590,{},,4.0,2907012.0,2908631.0,CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0041 (InterPro:IPR005336); BEST Arabidopsis thaliana protein match is: Uncharacterised protein family (UPF0041) (TAIR:AT4G22310.1); Ha. [Source:TAIR;Acc:AT4G05590],825927.0,CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0041 (InterPro:IPR005336); BEST Arabidopsis thaliana protein match is: Uncharacterised protein family (UPF0041) (TAIR:AT4G22310.1); Ha. ,AT4G05590
775,AT4G14695,AT4G14695,{},MPC2,4,8419570.0,8421070.0,Mitochondrial pyruvate carrier 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7H8],827120.0,Mitochondrial pyruvate carrier 2 ,Q8L7H8
776,AT5G20090,AT5G20090,{},MPC1,5,6786834.0,6788680.0,Mitochondrial pyruvate carrier [Source:UniProtKB/TrEMBL;Acc:A0A178UR79],832131.0,Mitochondrial pyruvate carrier ,A0A178UR79
777,AT4G22310,AT4G22310,{},MPC4,4,11791321.0,11793137.0,Mitochondrial pyruvate carrier [Source:UniProtKB/TrEMBL;Acc:A0A178USR1],828326.0,Mitochondrial pyruvate carrier ,A0A178USR1
778,AT2G38060,AT2G38060,{},PHT4;2,2,15922518.0,15925895.0,phosphate transporter 4;2 [Source:TAIR;Acc:AT2G38060],818384.0,phosphate transporter 4;2 ,AT2G38060
779,AT3G46980,AT3G46980,{},PHT4;3,3,17306599.0,17310068.0,Phosphate transporter 43 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LP04],823851.0,Phosphate transporter 43 ,A0A1I9LP04
780,AT5G20380,AT5G20380,{},PHT4;5,5,6887636.0,6892571.0,phosphate transporter 4;5 [Source:TAIR;Acc:AT5G20380],832160.0,phosphate transporter 4;5 ,AT5G20380
781,AT3G26570,AT3G26570,{},PHT2;1,3,9756007.0,9758701.0,phosphate transporter 2;1 [Source:TAIR;Acc:AT3G26570],822265.0,phosphate transporter 2;1 ,AT3G26570
782,AT4G00370,AT4G00370,{},PHT4;4,4,162897.0,166357.0,"Ascorbate transporter, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8GX78]",827908.0,"Ascorbate transporter, chloroplastic ",Q8GX78
783,AT3G19490,AT3G19490,{},NHD1,3,6754615.0,6758285.0,Sodium/proton antiporter 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LT68],821483.0,Sodium/proton antiporter 1 ,Q9LT68
784,AT2G32040,AT2G32040,{},,2.0,13635094.0,13638081.0,"Folate-biopterin transporter 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SKZ5]",817764.0,"Folate-biopterin transporter 1, chloroplastic ",Q9SKZ5
785,AT5G66380,AT5G66380,{},FOLT1,5,26513262.0,26515800.0,"Folate transporter 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q7XA87]",836770.0,"Folate transporter 1, chloroplastic ",Q7XA87
786,AT5G14040,AT5G14040,{},MPT3,5,4530643.0,4533119.0,"Mitochondrial phosphate carrier protein 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FMU6]",831252.0,"Mitochondrial phosphate carrier protein 3, mitochondrial ",Q9FMU6
787,AT3G48850,AT3G48850,{},MPT2,3,18114526.0,18116569.0,"Mitochondrial phosphate carrier protein 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M2Z8]",824046.0,"Mitochondrial phosphate carrier protein 2, mitochondrial ",Q9M2Z8
788,AT3G54110,AT3G54110,{},PUMP1,3,20038670.0,20041210.0,UCP1 [Source:UniProtKB/TrEMBL;Acc:A0A178V8U1],824578.0,UCP1 ,A0A178V8U1
789,AT5G58970,AT5G58970,{},PUMP2,5,23808461.0,23811292.0,Mitochondrial uncoupling protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZWG1],836014.0,Mitochondrial uncoupling protein 2 ,Q9ZWG1
790,AT2G39970,AT2G39970,{},PXN,2,16683832.0,16686815.0,Peroxisomal nicotinamide adenine dinucleotide carrier [Source:UniProtKB/Swiss-Prot;Acc:O04200],818584.0,Peroxisomal nicotinamide adenine dinucleotide carrier ,O04200
791,AT4G28220,AT4G28220,{},NDB1,4,13992210.0,13995831.0,"External alternative NAD(P)H-ubiquinone oxidoreductase B1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q1JPL4]",828937.0,"External alternative NAD(P)H-ubiquinone oxidoreductase B1, mitochondrial ",Q1JPL4
792,AT1G07180,AT1G07180,{},NDA1,1,2204104.0,2207099.0,"Internal alternative NAD(P)H-ubiquinone oxidoreductase A1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8GWA1]",837229.0,"Internal alternative NAD(P)H-ubiquinone oxidoreductase A1, mitochondrial ",Q8GWA1
793,AT2G29990,AT2G29990,{},NDA2,2,12793320.0,12796085.0,"Internal alternative NAD(P)H-ubiquinone oxidoreductase A2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O80874]",817549.0,"Internal alternative NAD(P)H-ubiquinone oxidoreductase A2, mitochondrial ",O80874
794,AT5G08740,AT5G08740,{},NDC1,5,2848352.0,2851534.0,NAD(P)H dehydrogenase C1 [Source:TAIR;Acc:AT5G08740],,NAD(P)H dehydrogenase C1 ,AT5G08740
795,AT4G05020,AT4G05020,{},NDB2,4,2572427.0,2576599.0,NAD(P)H dehydrogenase B2 [Source:UniProtKB/TrEMBL;Acc:F4JGL5],825844.0,NAD(P)H dehydrogenase B2 ,F4JGL5
796,AT2G20800,AT2G20800,{},NDB4,2,8953057.0,8955831.0,"External alternative NAD(P)H-ubiquinone oxidoreductase B4, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SKT7]",816609.0,"External alternative NAD(P)H-ubiquinone oxidoreductase B4, mitochondrial ",Q9SKT7
797,AT4G21490,AT4G21490,{},NDB3,4,11436326.0,11439506.0,"External alternative NAD(P)H-ubiquinone oxidoreductase B3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:F4JJJ3]",828234.0,"External alternative NAD(P)H-ubiquinone oxidoreductase B3, mitochondrial ",F4JJJ3
798,AT3G22370,AT3G22370,{},AOX1A,3,7906521.0,7908746.0,"Ubiquinol oxidase 1a, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39219]",821806.0,"Ubiquinol oxidase 1a, mitochondrial ",Q39219
799,AT3G27620,AT3G27620,{},AOX1C,3,10229045.0,10230707.0,"Ubiquinol oxidase 1c, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O22048]",822384.0,"Ubiquinol oxidase 1c, mitochondrial ",O22048
800,AT5G64210,AT5G64210,{},AOX2,5,25683770.0,25685731.0,"Ubiquinol oxidase 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O22049]",836542.0,"Ubiquinol oxidase 2, mitochondrial ",O22049
801,AT1G32350,AT1G32350,{},AOX3,1,11666886.0,11668690.0,AOX1D [Source:UniProtKB/TrEMBL;Acc:A0A384LFI3],840127.0,AOX1D ,A0A384LFI3
802,AT3G22360,AT3G22360,{},AOX1B,3,7904097.0,7905576.0,"Ubiquinol oxidase 1b, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O23913]",821805.0,"Ubiquinol oxidase 1b, mitochondrial ",O23913
803,AT4G22260,AT4G22260,{},AOX4,4,11769668.0,11772599.0,"Ubiquinol oxidase 4, chloroplastic/chromoplastic [Source:UniProtKB/Swiss-Prot;Acc:Q56X52]",828321.0,"Ubiquinol oxidase 4, chloroplastic/chromoplastic ",Q56X52
